=== CREDENTIALS ENENI (MIS À JOUR) ===
Mot de passe unique pour tous : pass1234

Total établissements : 75
Total utilisateurs dans la DB : 15329
  → Issus du seed : 9750
  → Supplémentaires : 5579

Légende : ✓ = présent dans seed | ✗ = pas dans le seed
================================================================================

================================================================================
ENSEIGNANTS
================================================================================

================================================================================
ÉTUDIANTS
================================================================================

================================================================================
ADMINISTRATEURS
================================================================================
[✓] [✓] 1ère A | Fara | user: etu.11.1028.9097 | mdp: pass1234 | num: EN009097
[✓] [✓] CM1 A | Rindra | user: etu.80.890.7711 | mdp: pass1234 | num: EN007711
[✓] [✓] CM1 A | Rindra | user: etu.81.650.5319 | mdp: pass1234 | num: EN005319
[✓] [✓] CM1 A | Rondro | user: etu.60.770.6511 | mdp: pass1234 | num: EN006511
[✓] [✓] CM1 A | Rondro | user: etu.61.875.7562 | mdp: pass1234 | num: EN007562
[✓] [✓] CM1 A | Rondro | user: etu.63.965.8468 | mdp: pass1234 | num: EN008468
[✓] [✓] CM1 A | Rondro | user: etu.65.950.8313 | mdp: pass1234 | num: EN008313
[✓] [✓] CM1 A | Rondro | user: etu.65.950.8314 | mdp: pass1234 | num: EN008314
[✓] [✓] CM1 A | Rondro | user: etu.72.665.5470 | mdp: pass1234 | num: EN005470
[✓] [✓] CM1 A | Rondro | user: etu.74.995.8770 | mdp: pass1234 | num: EN008770
[✓] [✓] CM1 A | Sarobidy | user: etu.62.905.7867 | mdp: pass1234 | num: EN007867
[✓] [✓] CM1 A | Sarobidy | user: etu.71.1010.8918 | mdp: pass1234 | num: EN008918
[✓] [✓] CM1 A | Sarobidy | user: etu.76.635.5167 | mdp: pass1234 | num: EN005167
[✓] [✓] CM1 A | Sarobidy | user: etu.78.710.5911 | mdp: pass1234 | num: EN005911
[✓] [✓] CM1 A | Sarobidy | user: etu.79.815.6964 | mdp: pass1234 | num: EN006964
[✓] [✓] CM1 A | Soa | user: etu.59.785.6663 | mdp: pass1234 | num: EN006663
[✓] [✓] CM1 A | Soa | user: etu.62.905.7866 | mdp: pass1234 | num: EN007866
[✓] [✓] CM1 A | Soa | user: etu.78.710.5915 | mdp: pass1234 | num: EN005915
[✓] [✓] CM1 A | Soa | user: etu.80.890.7713 | mdp: pass1234 | num: EN007713
[✓] [✓] CM1 A | Soa | user: etu.80.890.7719 | mdp: pass1234 | num: EN007719
[✓] [✓] CM1 A | Soa | user: etu.82.740.6219 | mdp: pass1234 | num: EN006219
[✓] [✓] CM1 A | Tafika | user: etu.66.980.8612 | mdp: pass1234 | num: EN008612
[✓] [✓] CM1 A | Tafika | user: etu.66.980.8618 | mdp: pass1234 | num: EN008618
[✓] [✓] CM1 A | Tafika | user: etu.74.995.8763 | mdp: pass1234 | num: EN008763
[✓] [✓] CM1 A | Tafika | user: etu.78.710.5918 | mdp: pass1234 | num: EN005918
[✓] [✓] CM1 A | Tafika | user: etu.83.695.5769 | mdp: pass1234 | num: EN005769
[✓] [✓] CM1 A | Tahina | user: etu.61.875.7568 | mdp: pass1234 | num: EN007568
[✓] [✓] CM1 A | Tahina | user: etu.66.980.8615 | mdp: pass1234 | num: EN008615
[✓] [✓] CM1 A | Tahina | user: etu.69.830.7115 | mdp: pass1234 | num: EN007115
[✓] [✓] CM1 A | Tahina | user: etu.70.935.8162 | mdp: pass1234 | num: EN008162
[✓] [✓] CM1 A | Tahina | user: etu.72.665.5463 | mdp: pass1234 | num: EN005463
[✓] [✓] CM1 A | Tahina | user: etu.77.860.7417 | mdp: pass1234 | num: EN007417
[✓] [✓] CM1 A | Tahina | user: etu.78.710.5917 | mdp: pass1234 | num: EN005917
[✓] [✓] CM1 A | Tahina | user: etu.84.725.6062 | mdp: pass1234 | num: EN006062
[✓] [✓] CM1 A | Tahiry | user: etu.65.950.8318 | mdp: pass1234 | num: EN008318
[✓] [✓] CM1 A | Tahiry | user: etu.66.980.8617 | mdp: pass1234 | num: EN008617
[✓] [✓] CM1 A | Tahiry | user: etu.68.680.5620 | mdp: pass1234 | num: EN005620
[✓] [✓] CM1 A | Tahiry | user: etu.73.800.6814 | mdp: pass1234 | num: EN006814
[✓] [✓] CM1 A | Tahiry | user: etu.77.860.7416 | mdp: pass1234 | num: EN007416
[✓] [✓] CM1 A | Tahiry | user: etu.80.890.7712 | mdp: pass1234 | num: EN007712
[✓] [✓] CM1 A | Tahiry | user: etu.83.695.5765 | mdp: pass1234 | num: EN005765
[✓] [✓] CM1 A | Tantely | user: etu.65.950.8319 | mdp: pass1234 | num: EN008319
[✓] [✓] CM1 A | Tantely | user: etu.69.830.7113 | mdp: pass1234 | num: EN007113
[✓] [✓] CM1 A | Tantely | user: etu.74.995.8764 | mdp: pass1234 | num: EN008764
[✓] [✓] CM1 A | Tao | user: etu.59.785.6662 | mdp: pass1234 | num: EN006662
[✓] [✓] CM1 A | Tao | user: etu.59.785.6667 | mdp: pass1234 | num: EN006667
[✓] [✓] CM1 A | Tao | user: etu.61.875.7567 | mdp: pass1234 | num: EN007567
[✓] [✓] CM1 A | Tao | user: etu.67.620.5014 | mdp: pass1234 | num: EN005014
[✓] [✓] CM1 A | Tao | user: etu.68.680.5614 | mdp: pass1234 | num: EN005614
[✓] [✓] CM1 A | Tao | user: etu.75.845.7266 | mdp: pass1234 | num: EN007266
[✓] [✓] CM1 A | Tao | user: etu.81.650.5315 | mdp: pass1234 | num: EN005315
[✓] [✓] CM1 A | Tiana | user: etu.58.755.6369 | mdp: pass1234 | num: EN006369
[✓] [✓] CM1 A | Tiana | user: etu.64.920.8014 | mdp: pass1234 | num: EN008014
[✓] [✓] CM1 A | Tiana | user: etu.72.665.5462 | mdp: pass1234 | num: EN005462
[✓] [✓] CM1 A | Tiana | user: etu.73.800.6819 | mdp: pass1234 | num: EN006819
[✓] [✓] CM1 A | Tiana | user: etu.78.710.5919 | mdp: pass1234 | num: EN005919
[✓] [✓] CM1 A | Tiana | user: etu.79.815.6970 | mdp: pass1234 | num: EN006970
[✓] [✓] CM1 A | Tiana | user: etu.83.695.5770 | mdp: pass1234 | num: EN005770
[✓] [✓] CM1 A | Tiavina | user: etu.62.905.7868 | mdp: pass1234 | num: EN007868
[✓] [✓] CM1 A | Tiavina | user: etu.64.920.8020 | mdp: pass1234 | num: EN008020
[✓] [✓] CM1 A | Tiavina | user: etu.72.665.5464 | mdp: pass1234 | num: EN005464
[✓] [✓] CM1 A | Tiavina | user: etu.74.995.8766 | mdp: pass1234 | num: EN008766
[✓] [✓] CM1 A | Tiavina | user: etu.75.845.7265 | mdp: pass1234 | num: EN007265
[✓] [✓] CM1 A | Tiavina | user: etu.75.845.7269 | mdp: pass1234 | num: EN007269
[✓] [✓] CM1 A | Tiavina | user: etu.80.890.7715 | mdp: pass1234 | num: EN007715
[✓] [✓] CM1 A | Toky | user: etu.61.875.7569 | mdp: pass1234 | num: EN007569
[✓] [✓] CM1 A | Toky | user: etu.65.950.8315 | mdp: pass1234 | num: EN008315
[✓] [✓] CM1 A | Toky | user: etu.76.635.5163 | mdp: pass1234 | num: EN005163
[✓] [✓] CM1 A | Toky | user: etu.82.740.6217 | mdp: pass1234 | num: EN006217
[✓] [✓] CM1 A | Voahangy | user: etu.68.680.5618 | mdp: pass1234 | num: EN005618
[✓] [✓] CM1 A | Voahangy | user: etu.69.830.7120 | mdp: pass1234 | num: EN007120
[✓] [✓] CM1 A | Voahangy | user: etu.71.1010.8920 | mdp: pass1234 | num: EN008920
[✓] [✓] CM1 A | Voahangy | user: etu.73.800.6820 | mdp: pass1234 | num: EN006820
[✓] [✓] CM1 A | Voahangy | user: etu.74.995.8762 | mdp: pass1234 | num: EN008762
[✓] [✓] CM1 A | Voahangy | user: etu.77.860.7415 | mdp: pass1234 | num: EN007415
[✓] [✓] CM1 A | Voahangy | user: etu.82.740.6220 | mdp: pass1234 | num: EN006220
[✓] [✓] CM1 A | Voahangy | user: etu.83.695.5761 | mdp: pass1234 | num: EN005761
[✗] [✗] CM1 A | Fandresena | user: etu.59.785.3331 | mdp: pass1234 | num: EN003331
[✗] [✗] CM1 A | Fandresena | user: etu.72.665.2733 | mdp: pass1234 | num: EN002733
[✗] [✗] CM1 A | Fandresena | user: etu.77.860.3706 | mdp: pass1234 | num: EN003706
[✗] [✗] CM1 A | Faniry | user: etu.60.770.3258 | mdp: pass1234 | num: EN003258
[✗] [✗] CM1 A | Faniry | user: etu.73.800.3408 | mdp: pass1234 | num: EN003408
[✗] [✗] CM1 A | Fara | user: etu.62.905.3934 | mdp: pass1234 | num: EN003934
[✗] [✗] CM1 A | Fara | user: etu.67.620.2507 | mdp: pass1234 | num: EN002507
[✗] [✗] CM1 A | Fara | user: etu.69.830.3557 | mdp: pass1234 | num: EN003557
[✗] [✗] CM1 A | Fara | user: etu.79.815.3483 | mdp: pass1234 | num: EN003483
[✗] [✗] CM1 A | Feno | user: etu.58.755.3185 | mdp: pass1234 | num: EN003185
[✗] [✗] CM1 A | Feno | user: etu.65.950.4157 | mdp: pass1234 | num: EN004157
[✗] [✗] CM1 A | Feno | user: etu.66.980.4306 | mdp: pass1234 | num: EN004306
[✗] [✗] CM1 A | Feno | user: etu.79.815.3485 | mdp: pass1234 | num: EN003485
[✗] [✗] CM1 A | Feno | user: etu.84.725.3035 | mdp: pass1234 | num: EN003035
[✗] [✗] CM1 A | Fidy | user: etu.80.890.3858 | mdp: pass1234 | num: EN003858
[✗] [✗] CM1 A | Fidy | user: etu.82.740.3106 | mdp: pass1234 | num: EN003106
[✗] [✗] CM1 A | Haja | user: etu.59.785.3334 | mdp: pass1234 | num: EN003334
[✗] [✗] CM1 A | Haja | user: etu.63.965.4234 | mdp: pass1234 | num: EN004234
[✗] [✗] CM1 A | Herimalala | user: etu.70.935.4083 | mdp: pass1234 | num: EN004083
[✗] [✗] CM1 A | Herimalala | user: etu.74.995.4385 | mdp: pass1234 | num: EN004385
[✗] [✗] CM1 A | Herimalala | user: etu.75.845.3632 | mdp: pass1234 | num: EN003632
[✗] [✗] CM1 A | Herimalala | user: etu.83.695.2882 | mdp: pass1234 | num: EN002882
[✗] [✗] CM1 A | Hery | user: etu.61.875.3783 | mdp: pass1234 | num: EN003783
[✗] [✗] CM1 A | Hery | user: etu.84.725.3033 | mdp: pass1234 | num: EN003033
[✗] [✗] CM1 A | Holy | user: etu.59.785.3332 | mdp: pass1234 | num: EN003332
[✗] [✗] CM1 A | Holy | user: etu.62.905.3935 | mdp: pass1234 | num: EN003935
[✗] [✗] CM1 A | Holy | user: etu.64.920.4007 | mdp: pass1234 | num: EN004007
[✗] [✗] CM1 A | Holy | user: etu.70.935.4081 | mdp: pass1234 | num: EN004081
[✗] [✗] CM1 A | Holy | user: etu.71.1010.4459 | mdp: pass1234 | num: EN004459
[✗] [✗] CM1 A | Holy | user: etu.76.635.2584 | mdp: pass1234 | num: EN002584
[✗] [✗] CM1 A | Lalaina | user: etu.63.965.4233 | mdp: pass1234 | num: EN004233
[✗] [✗] CM1 A | Lalaina | user: etu.65.950.4159 | mdp: pass1234 | num: EN004159
[✗] [✗] CM1 A | Lalaina | user: etu.67.620.2510 | mdp: pass1234 | num: EN002510
[✗] [✗] CM1 A | Lalaina | user: etu.69.830.3560 | mdp: pass1234 | num: EN003560
[✗] [✗] CM1 A | Lalaina | user: etu.78.710.2959 | mdp: pass1234 | num: EN002959
[✗] [✗] CM1 A | Mamy | user: etu.58.755.3184 | mdp: pass1234 | num: EN003184
[✗] [✗] CM1 A | Mamy | user: etu.59.785.3333 | mdp: pass1234 | num: EN003333
[✗] [✗] CM1 A | Mamy | user: etu.64.920.4006 | mdp: pass1234 | num: EN004006
[✗] [✗] CM1 A | Mamy | user: etu.75.845.3633 | mdp: pass1234 | num: EN003633
[✗] [✗] CM1 A | Mamy | user: etu.76.635.2585 | mdp: pass1234 | num: EN002585
[✗] [✗] CM1 A | Manda | user: etu.61.875.3781 | mdp: pass1234 | num: EN003781
[✗] [✗] CM1 A | Manda | user: etu.62.905.3931 | mdp: pass1234 | num: EN003931
[✗] [✗] CM1 A | Manda | user: etu.63.965.4232 | mdp: pass1234 | num: EN004232
[✗] [✗] CM1 A | Manda | user: etu.66.980.4310 | mdp: pass1234 | num: EN004310
[✗] [✗] CM1 A | Manda | user: etu.73.800.3409 | mdp: pass1234 | num: EN003409
[✗] [✗] CM1 A | Manda | user: etu.77.860.3708 | mdp: pass1234 | num: EN003708
[✗] [✗] CM1 A | Manoa | user: etu.61.875.3782 | mdp: pass1234 | num: EN003782
[✗] [✗] CM1 A | Manoa | user: etu.67.620.2508 | mdp: pass1234 | num: EN002508
[✗] [✗] CM1 A | Manoa | user: etu.73.800.3407 | mdp: pass1234 | num: EN003407
[✗] [✗] CM1 A | Mendrika | user: etu.64.920.4009 | mdp: pass1234 | num: EN004009
[✗] [✗] CM1 A | Mendrika | user: etu.76.635.2582 | mdp: pass1234 | num: EN002582
[✗] [✗] CM1 A | Mendrika | user: etu.81.650.2658 | mdp: pass1234 | num: EN002658
[✗] [✗] CM1 A | Mendrika | user: etu.82.740.3107 | mdp: pass1234 | num: EN003107
[✗] [✗] CM1 A | Miangaly | user: etu.72.665.2731 | mdp: pass1234 | num: EN002731
[✗] [✗] CM1 A | Miora | user: etu.60.770.3256 | mdp: pass1234 | num: EN003256
[✗] [✗] CM1 A | Miora | user: etu.60.770.3260 | mdp: pass1234 | num: EN003260
[✗] [✗] CM1 A | Miora | user: etu.63.965.4235 | mdp: pass1234 | num: EN004235
[✗] [✗] CM1 A | Miora | user: etu.64.920.4010 | mdp: pass1234 | num: EN004010
[✗] [✗] CM1 A | Mirana | user: etu.66.980.4308 | mdp: pass1234 | num: EN004308
[✗] [✗] CM1 A | Mirana | user: etu.78.710.2956 | mdp: pass1234 | num: EN002956
[✗] [✗] CM1 A | Nambinina | user: etu.65.950.4156 | mdp: pass1234 | num: EN004156
[✗] [✗] CM1 A | Nambinina | user: etu.68.680.2809 | mdp: pass1234 | num: EN002809
[✗] [✗] CM1 A | Nambinina | user: etu.80.890.3859 | mdp: pass1234 | num: EN003859
[✗] [✗] CM1 A | Nandrianina | user: etu.77.860.3709 | mdp: pass1234 | num: EN003709
[✗] [✗] CM1 A | Nantenaina | user: etu.73.800.3410 | mdp: pass1234 | num: EN003410
[✗] [✗] CM1 A | Nantenaina | user: etu.82.740.3109 | mdp: pass1234 | num: EN003109
[✗] [✗] CM1 A | Nirina | user: etu.58.755.3181 | mdp: pass1234 | num: EN003181
[✗] [✗] CM1 A | Nirina | user: etu.83.695.2881 | mdp: pass1234 | num: EN002881
[✗] [✗] CM1 A | Noro | user: etu.65.950.4160 | mdp: pass1234 | num: EN004160
[✗] [✗] CM1 A | Noro | user: etu.66.980.4307 | mdp: pass1234 | num: EN004307
[✗] [✗] CM1 A | Noro | user: etu.69.830.3558 | mdp: pass1234 | num: EN003558
[✗] [✗] CM1 A | Noro | user: etu.76.635.2583 | mdp: pass1234 | num: EN002583
[✗] [✗] CM1 A | Noro | user: etu.83.695.2884 | mdp: pass1234 | num: EN002884
[✗] [✗] CM1 A | Rado | user: etu.70.935.4084 | mdp: pass1234 | num: EN004084
[✗] [✗] CM1 A | Rado | user: etu.83.695.2883 | mdp: pass1234 | num: EN002883
[✗] [✗] CM1 A | Rado | user: etu.83.695.2885 | mdp: pass1234 | num: EN002885
[✗] [✗] CM1 A | Rado | user: etu.84.725.3031 | mdp: pass1234 | num: EN003031
[✗] [✗] CM1 A | Randria | user: etu.58.755.3183 | mdp: pass1234 | num: EN003183
[✗] [✗] CM1 A | Randria | user: etu.75.845.3634 | mdp: pass1234 | num: EN003634
[✗] [✗] CM1 A | Rija | user: etu.66.980.4309 | mdp: pass1234 | num: EN004309
[✗] [✗] CM1 A | Rija | user: etu.72.665.2735 | mdp: pass1234 | num: EN002735
[✗] [✗] CM1 A | Rija | user: etu.74.995.4384 | mdp: pass1234 | num: EN004384
[✗] [✗] CM1 A | Rija | user: etu.80.890.3857 | mdp: pass1234 | num: EN003857
[✗] [✗] CM1 A | Rindra | user: etu.58.755.3182 | mdp: pass1234 | num: EN003182
[✗] [✗] CM1 A | Rindra | user: etu.64.920.4008 | mdp: pass1234 | num: EN004008
[✗] [✗] CM1 A | Rindra | user: etu.65.950.4158 | mdp: pass1234 | num: EN004158
[✗] [✗] CM1 A | Rindra | user: etu.67.620.2509 | mdp: pass1234 | num: EN002509
[✗] [✗] CM1 A | Rindra | user: etu.70.935.4082 | mdp: pass1234 | num: EN004082
[✗] [✗] CM1 A | Rindra | user: etu.81.650.2660 | mdp: pass1234 | num: EN002660
[✗] [✗] CM1 A | Rondro | user: etu.67.620.2506 | mdp: pass1234 | num: EN002506
[✗] [✗] CM1 A | Rondro | user: etu.77.860.3710 | mdp: pass1234 | num: EN003710
[✗] [✗] CM1 A | Sarobidy | user: etu.74.995.4383 | mdp: pass1234 | num: EN004383
[✗] [✗] CM1 A | Sarobidy | user: etu.76.635.2581 | mdp: pass1234 | num: EN002581
[✗] [✗] CM1 A | Sarobidy | user: etu.79.815.3484 | mdp: pass1234 | num: EN003484
[✗] [✗] CM1 A | Sarobidy | user: etu.80.890.3856 | mdp: pass1234 | num: EN003856
[✗] [✗] CM1 A | Soa | user: etu.71.1010.4460 | mdp: pass1234 | num: EN004460
[✗] [✗] CM1 A | Soa | user: etu.84.725.3032 | mdp: pass1234 | num: EN003032
[✗] [✗] CM1 A | Tafika | user: etu.71.1010.4456 | mdp: pass1234 | num: EN004456
[✗] [✗] CM1 A | Tafika | user: etu.71.1010.4458 | mdp: pass1234 | num: EN004458
[✗] [✗] CM1 A | Tafika | user: etu.84.725.3034 | mdp: pass1234 | num: EN003034
[✗] [✗] CM1 A | Tahina | user: etu.69.830.3556 | mdp: pass1234 | num: EN003556
[✗] [✗] CM1 A | Tahina | user: etu.77.860.3707 | mdp: pass1234 | num: EN003707
[✗] [✗] CM1 A | Tahina | user: etu.78.710.2957 | mdp: pass1234 | num: EN002957
[✗] [✗] CM1 A | Tahina | user: etu.81.650.2659 | mdp: pass1234 | num: EN002659
[✗] [✗] CM1 A | Tahiry | user: etu.59.785.3335 | mdp: pass1234 | num: EN003335
[✗] [✗] CM1 A | Tahiry | user: etu.70.935.4085 | mdp: pass1234 | num: EN004085
[✗] [✗] CM1 A | Tahiry | user: etu.79.815.3481 | mdp: pass1234 | num: EN003481
[✗] [✗] CM1 A | Tahiry | user: etu.79.815.3482 | mdp: pass1234 | num: EN003482
[✗] [✗] CM1 A | Tantely | user: etu.60.770.3259 | mdp: pass1234 | num: EN003259
[✗] [✗] CM1 A | Tantely | user: etu.72.665.2732 | mdp: pass1234 | num: EN002732
[✗] [✗] CM1 A | Tantely | user: etu.74.995.4382 | mdp: pass1234 | num: EN004382
[✗] [✗] CM1 A | Tao | user: etu.62.905.3933 | mdp: pass1234 | num: EN003933
[✗] [✗] CM1 A | Tao | user: etu.68.680.2806 | mdp: pass1234 | num: EN002806
[✗] [✗] CM1 A | Tao | user: etu.69.830.3559 | mdp: pass1234 | num: EN003559
[✗] [✗] CM1 A | Tao | user: etu.71.1010.4457 | mdp: pass1234 | num: EN004457
[✗] [✗] CM1 A | Tao | user: etu.72.665.2734 | mdp: pass1234 | num: EN002734
[✗] [✗] CM1 A | Tao | user: etu.82.740.3110 | mdp: pass1234 | num: EN003110
[✗] [✗] CM1 A | Tiana | user: etu.60.770.3257 | mdp: pass1234 | num: EN003257
[✗] [✗] CM1 A | Tiana | user: etu.62.905.3932 | mdp: pass1234 | num: EN003932
[✗] [✗] CM1 A | Tiana | user: etu.78.710.2960 | mdp: pass1234 | num: EN002960
[✗] [✗] CM1 A | Tiana | user: etu.81.650.2656 | mdp: pass1234 | num: EN002656
[✗] [✗] CM1 A | Tiavina | user: etu.73.800.3406 | mdp: pass1234 | num: EN003406
[✗] [✗] CM1 A | Tiavina | user: etu.74.995.4381 | mdp: pass1234 | num: EN004381
[✗] [✗] CM1 A | Tiavina | user: etu.78.710.2958 | mdp: pass1234 | num: EN002958
[✗] [✗] CM1 A | Tiavina | user: etu.81.650.2657 | mdp: pass1234 | num: EN002657
[✗] [✗] CM1 A | Toky | user: etu.61.875.3785 | mdp: pass1234 | num: EN003785
[✗] [✗] CM1 A | Toky | user: etu.63.965.4231 | mdp: pass1234 | num: EN004231
[✗] [✗] CM1 A | Toky | user: etu.68.680.2808 | mdp: pass1234 | num: EN002808
[✗] [✗] CM1 A | Toky | user: etu.68.680.2810 | mdp: pass1234 | num: EN002810
[✗] [✗] CM1 A | Toky | user: etu.82.740.3108 | mdp: pass1234 | num: EN003108
[✗] [✗] CM1 A | Voahangy | user: etu.61.875.3784 | mdp: pass1234 | num: EN003784
[✗] [✗] CM1 A | Voahangy | user: etu.68.680.2807 | mdp: pass1234 | num: EN002807
[✗] [✗] CM1 A | Voahangy | user: etu.75.845.3631 | mdp: pass1234 | num: EN003631
[✗] [✗] CM1 A | Voahangy | user: etu.75.845.3635 | mdp: pass1234 | num: EN003635
[✗] [✗] CM1 A | Voahangy | user: etu.80.890.3860 | mdp: pass1234 | num: EN003860
[✓] [✓] CM1 B | Fandresena | user: etu.59.786.6675 | mdp: pass1234 | num: EN006675
[✓] [✓] CM1 B | Fandresena | user: etu.60.771.6524 | mdp: pass1234 | num: EN006524
[✓] [✓] CM1 B | Fandresena | user: etu.67.621.5024 | mdp: pass1234 | num: EN005024
[✓] [✓] CM1 B | Fandresena | user: etu.67.621.5027 | mdp: pass1234 | num: EN005027
[✓] [✓] CM1 B | Fandresena | user: etu.67.621.5029 | mdp: pass1234 | num: EN005029
[✓] [✓] CM1 B | Fandresena | user: etu.68.681.5629 | mdp: pass1234 | num: EN005629
[✓] [✓] CM1 B | Fandresena | user: etu.74.996.8776 | mdp: pass1234 | num: EN008776
[✓] [✓] CM1 B | Fandresena | user: etu.74.996.8780 | mdp: pass1234 | num: EN008780
[✓] [✓] CM1 B | Fandresena | user: etu.75.846.7278 | mdp: pass1234 | num: EN007278
[✓] [✓] CM1 B | Fandresena | user: etu.81.651.5328 | mdp: pass1234 | num: EN005328
[✓] [✓] CM1 B | Fandresena | user: etu.82.741.6228 | mdp: pass1234 | num: EN006228
[✓] [✓] CM1 B | Fandresena | user: etu.84.726.6078 | mdp: pass1234 | num: EN006078
[✓] [✓] CM1 B | Faniry | user: etu.62.906.7880 | mdp: pass1234 | num: EN007880
[✓] [✓] CM1 B | Faniry | user: etu.65.951.8321 | mdp: pass1234 | num: EN008321
[✓] [✓] CM1 B | Faniry | user: etu.66.981.8627 | mdp: pass1234 | num: EN008627
[✓] [✓] CM1 B | Faniry | user: etu.68.681.5624 | mdp: pass1234 | num: EN005624
[✓] [✓] CM1 B | Faniry | user: etu.79.816.6974 | mdp: pass1234 | num: EN006974
[✓] [✓] CM1 B | Fara | user: etu.60.771.6525 | mdp: pass1234 | num: EN006525
[✓] [✓] CM1 B | Fara | user: etu.63.966.8474 | mdp: pass1234 | num: EN008474
[✓] [✓] CM1 B | Fara | user: etu.66.981.8625 | mdp: pass1234 | num: EN008625
[✓] [✓] CM1 B | Fara | user: etu.67.621.5023 | mdp: pass1234 | num: EN005023
[✓] [✓] CM1 B | Fara | user: etu.70.936.8180 | mdp: pass1234 | num: EN008180
[✓] [✓] CM1 B | Fara | user: etu.73.801.6824 | mdp: pass1234 | num: EN006824
[✓] [✓] CM1 B | Fara | user: etu.73.801.6830 | mdp: pass1234 | num: EN006830
[✓] [✓] CM1 B | Fara | user: etu.75.846.7277 | mdp: pass1234 | num: EN007277
[✓] [✓] CM1 B | Fara | user: etu.75.846.7279 | mdp: pass1234 | num: EN007279
[✓] [✓] CM1 B | Fara | user: etu.78.711.5923 | mdp: pass1234 | num: EN005923
[✓] [✓] CM1 B | Fara | user: etu.79.816.6978 | mdp: pass1234 | num: EN006978
[✓] [✓] CM1 B | Fara | user: etu.84.726.6075 | mdp: pass1234 | num: EN006075
[✓] [✓] CM1 B | Feno | user: etu.58.756.6371 | mdp: pass1234 | num: EN006371
[✓] [✓] CM1 B | Feno | user: etu.61.876.7576 | mdp: pass1234 | num: EN007576
[✓] [✓] CM1 B | Feno | user: etu.61.876.7579 | mdp: pass1234 | num: EN007579
[✓] [✓] CM1 B | Feno | user: etu.66.981.8621 | mdp: pass1234 | num: EN008621
[✓] [✓] CM1 B | Feno | user: etu.73.801.6828 | mdp: pass1234 | num: EN006828
[✓] [✓] CM1 B | Feno | user: etu.75.846.7273 | mdp: pass1234 | num: EN007273
[✓] [✓] CM1 B | Feno | user: etu.82.741.6229 | mdp: pass1234 | num: EN006229
[✓] [✓] CM1 B | Fidy | user: etu.58.756.6373 | mdp: pass1234 | num: EN006373
[✓] [✓] CM1 B | Fidy | user: etu.64.921.8024 | mdp: pass1234 | num: EN008024
[✓] [✓] CM1 B | Fidy | user: etu.65.951.8323 | mdp: pass1234 | num: EN008323
[✓] [✓] CM1 B | Fidy | user: etu.66.981.8623 | mdp: pass1234 | num: EN008623
[✓] [✓] CM1 B | Fidy | user: etu.68.681.5622 | mdp: pass1234 | num: EN005622
[✓] [✓] CM1 B | Fidy | user: etu.71.1011.8923 | mdp: pass1234 | num: EN008923
[✓] [✓] CM1 B | Fidy | user: etu.77.861.7421 | mdp: pass1234 | num: EN007421
[✓] [✓] CM1 B | Fidy | user: etu.77.861.7422 | mdp: pass1234 | num: EN007422
[✓] [✓] CM1 B | Fidy | user: etu.80.891.7724 | mdp: pass1234 | num: EN007724
[✓] [✓] CM1 B | Fidy | user: etu.82.741.6230 | mdp: pass1234 | num: EN006230
[✓] [✓] CM1 B | Fidy | user: etu.83.696.5775 | mdp: pass1234 | num: EN005775
[✓] [✓] CM1 B | Fidy | user: etu.84.726.6076 | mdp: pass1234 | num: EN006076
[✓] [✓] CM1 B | Haja | user: etu.64.921.8023 | mdp: pass1234 | num: EN008023
[✓] [✓] CM1 B | Haja | user: etu.69.831.7130 | mdp: pass1234 | num: EN007130
[✓] [✓] CM1 B | Haja | user: etu.71.1011.8926 | mdp: pass1234 | num: EN008926
[✓] [✓] CM1 B | Haja | user: etu.71.1011.8927 | mdp: pass1234 | num: EN008927
[✓] [✓] CM1 B | Haja | user: etu.73.801.6829 | mdp: pass1234 | num: EN006829
[✓] [✓] CM1 B | Haja | user: etu.76.636.5179 | mdp: pass1234 | num: EN005179
[✓] [✓] CM1 B | Haja | user: etu.77.861.7430 | mdp: pass1234 | num: EN007430
[✓] [✓] CM1 B | Haja | user: etu.83.696.5777 | mdp: pass1234 | num: EN005777
[✓] [✓] CM1 B | Herimalala | user: etu.59.786.6673 | mdp: pass1234 | num: EN006673
[✓] [✓] CM1 B | Herimalala | user: etu.61.876.7573 | mdp: pass1234 | num: EN007573
[✓] [✓] CM1 B | Herimalala | user: etu.63.966.8480 | mdp: pass1234 | num: EN008480
[✓] [✓] CM1 B | Herimalala | user: etu.70.936.8174 | mdp: pass1234 | num: EN008174
[✓] [✓] CM1 B | Herimalala | user: etu.72.666.5480 | mdp: pass1234 | num: EN005480
[✓] [✓] CM1 B | Herimalala | user: etu.82.741.6226 | mdp: pass1234 | num: EN006226
[✓] [✓] CM1 B | Herimalala | user: etu.83.696.5772 | mdp: pass1234 | num: EN005772
[✓] [✓] CM1 B | Hery | user: etu.58.756.6375 | mdp: pass1234 | num: EN006375
[✓] [✓] CM1 B | Hery | user: etu.61.876.7572 | mdp: pass1234 | num: EN007572
[✓] [✓] CM1 B | Hery | user: etu.69.831.7122 | mdp: pass1234 | num: EN007122
[✓] [✓] CM1 B | Hery | user: etu.72.666.5476 | mdp: pass1234 | num: EN005476
[✓] [✓] CM1 B | Hery | user: etu.72.666.5477 | mdp: pass1234 | num: EN005477
[✓] [✓] CM1 B | Hery | user: etu.72.666.5478 | mdp: pass1234 | num: EN005478
